genes	orthology	s288c
CENPK1137D_3774	C+K	YDL053C
CENPK1137D_2661	C+K	YNL015W
CENPK1137D_578	C+K	YLR199C
CENPK1137D_4315	C+K	YDR488C
CENPK1137D_181	C+K	YMR148W
CENPK1137D_439	C+K	YLR054C
CENPK1137D_8	C+K	YML019W
CENPK1137D_3090	C+K	YGL226C-A
CENPK1137D_3732	C+K	YDL232W
CENPK1137D_5265	C+K	YHR118C
CENPK1137D_1775	C+K	YPR075C
CENPK1137D_4784	C+K	YBR230C
CENPK1137D_3145	C+K	YGR179C
CENPK1137D_2932	C+K	YGL038C
CENPK1137D_951	C+K	YKL055C
CENPK1137D_4017	C+K	YDR192C
CENPK1137D_5144	C+K	YIL115C
CENPK1137D_4	C+K	YML023C
CENPK1137D_2090	C+K	YOR071C
CENPK1137D_2499	C+K	YNL183C
CENPK1137D_3218	C+K	YGR251W
CENPK1137D_1139	C+K	YKL171W
CENPK1137D_733	C+K	YLR363C
CENPK1137D_2601	C+K	YNL078W
CENPK1137D_4767	C+K	YBR212W
CENPK1137D_1978	C+K	YOL042W
CENPK1137D_2387	C+K	YOR372C
CENPK1137D_2449	C+K	YOL070C
CENPK1137D_3172	C+K	YGR206W
CENPK1137D_5417	C+K	YHL036W
CENPK1137D_4665	C+K	YBR119W
CENPK1137D_2993	C+K	YGR023W
CENPK1137D_3784	C+K	YDL044C
CENPK1137D_3101	C+K	YGL226W
CENPK1137D_4018	C+K	YDR194C
CENPK1137D_197	C+K	YMR164C
CENPK1137D_2728	C+K	YNR049C
CENPK1137D_943	C+K	YKL062W
CENPK1137D_69	C+K	YMR037C
CENPK1137D_2348	C+K	YOL116W
CENPK1137D_4747	C+K	YBR195C
CENPK1137D_2369	C+K	YOR354C
CENPK1137D_597	C+K	YLR219W
CENPK1137D_2086	C+K	YOR066W
CENPK1137D_3801	C+K	YDL027C
CENPK1137D_2715	C+K	YNL295W
CENPK1137D_1485	C+K	YJL147C
CENPK1137D_1530	C+K	YPL168W
CENPK1137D_1297	C+K	YJR003C
CENPK1137D_3487	C+K	YER077C
CENPK1137D_2699	C+K	YNR022C
CENPK1137D_4610	C+K	YBL090W
CENPK1137D_3284	C+K	YGL178W
CENPK1137D_1279	C+K	YJL019W
CENPK1137D_2701	C+K	YNR024W
CENPK1137D_2791	C+K	YNL249C
CENPK1137D_99	C+K	YMR070W
CENPK1137D_2739	C+K	YNR059W
CENPK1137D_5047	C+K	YIL014W
CENPK1137D_3255	C+K	YGL257C
CENPK1137D_3656	C+K	YER001W
CENPK1137D_5089	C+K	YIR025W
CENPK1137D_4645	C+K	YBR098W
CENPK1137D_692	C+K	YLR320W
CENPK1137D_884	C+K	YLR035C
CENPK1137D_2605	C+K	YNL074C
CENPK1137D_1370	C+K	YJR077C
CENPK1137D_5408	C+K	YHR015W
CENPK1137D_3686	C+K	YER028C
CENPK1137D_3254	C+K	YGL209W
CENPK1137D_703	C+K	YLR332W
CENPK1137D_2578	C+K	YNL100W
CENPK1137D_4820	C+K	YBR262C
CENPK1137D_4373	C+K	YDL160C-A
CENPK1137D_3216	C+K	YGR249W
CENPK1137D_391	C+K	YML062C
CENPK1137D_4043	C+K	YDR219C
CENPK1137D_2535	C+K	YNL145W
CENPK1137D_4287	C+K	YDR461W
CENPK1137D_1017	C+K	YKR007W
CENPK1137D_3819	C+K	YDL005C
CENPK1137D_1770	C+K	YPR070W
CENPK1137D_663	C+K	YLR288C
CENPK1137D_2163	C+K	YOR147W
CENPK1137D_737	C+K	YLR368W
CENPK1137D_1900	C+K	YPL270W
CENPK1137D_3749	C+K	YDL078C
CENPK1137D_2248	C+K	YOL126C
CENPK1137D_1431	C+K	YJR135C
CENPK1137D_1748	C+K	YPR046W
CENPK1137D_2604	C+K	YNL307C
CENPK1137D_4514	C+K	YCR020C-A
CENPK1137D_1134	C+K	YKL176C
CENPK1137D_1300	C+K	YJR005C-A
CENPK1137D_4205	C+K	YDR378C
CENPK1137D_4266	C+K	YDR439W
CENPK1137D_5227	C+K	YHR081W
CENPK1137D_4447	C+K	YCL051W
CENPK1137D_4332	C+K	YDR503C
CENPK1137D_343	C+K	YMR298W
CENPK1137D_1644	C+K	YPL055C
CENPK1137D_2796	C+K	YNL323W
CENPK1137D_4921	C+K	YBL006C
CENPK1137D_4490	C+K	YCL005W
CENPK1137D_4327	C+K	YDR499W
CENPK1137D_3008	C+K	YGR040W
CENPK1137D_4360	C+K	YDR532C
CENPK1137D_4310	C+K	YDR483W
CENPK1137D_2807	C+K	YNL322C
CENPK1137D_1142	C+K	YKL168C
CENPK1137D_1208	C+K	YJL094C
CENPK1137D_3317	C+K	YFR042W
CENPK1137D_1911	C+K	YPL269W
CENPK1137D_2495	C+K	YNL188W
CENPK1137D_1227	C+K	YJL073W
CENPK1137D_974	C+K	YKL032C
CENPK1137D_2666	C+K	
CENPK1137D_3596	C+K	YER180C
CENPK1137D_1250	C+K	YJL051W
CENPK1137D_606	C+K	YLL033W
CENPK1137D_3892	C+K	YDR072C
CENPK1137D_76	C+K	YMR044W
CENPK1137D_3396	C+K	YFR013W
CENPK1137D_482	C+K	YLR095C
CENPK1137D_5062	C+K	YIL002C
CENPK1137D_196	C+K	YMR163C
CENPK1137D_241	C+K	YMR204C
CENPK1137D_3946	C+K	YDR123C
CENPK1137D_5087	C+K	YIR024C
CENPK1137D_5044	C+K	YIL154C
CENPK1137D_1386	C+K	YJR094C
CENPK1137D_437	C+K	YLR052W
CENPK1137D_1486	C+K	YJL146W
CENPK1137D_4708	C+K	YBR157C
CENPK1137D_2517	C+K	YNL164C
CENPK1137D_4515	C+K	YCR020W-B
CENPK1137D_3994	C+K	YDR171W
CENPK1137D_4830	C+K	YBR272C
CENPK1137D_675	C+K	YLR301W
CENPK1137D_4227	C+K	YDR399W
CENPK1137D_3961	C+K	YDR138W
CENPK1137D_1768	C+K	YPR068C
CENPK1137D_2938	C+K	YGL033W
CENPK1137D_2422	C+K	YOL095C
CENPK1137D_4356	C+K	YDR528W
CENPK1137D_2058	C+K	YOR038C
CENPK1137D_4143	C+K	YDR317W
CENPK1137D_4117	C+K	YDR295C
CENPK1137D_4473	C+K	YCL026C-B
CENPK1137D_1468	C+K	YJL165C
CENPK1137D_1519	C+K	YJL110C
CENPK1137D_3640	C+K	YEL017W
CENPK1137D_5104	C+K	YIR038C
CENPK1137D_3281	C+K	YGL181W
CENPK1137D_3070	C+K	YGR102C
CENPK1137D_1198	C+K	YJL103C
CENPK1137D_735	C+K	YLR364W
CENPK1137D_1077	C+K	YKR067W
CENPK1137D_1964	C+K	YOL056W
CENPK1137D_3805	C+K	YDL021W
CENPK1137D_4982	C+K	YAL056W
CENPK1137D_2386	C+K	YOR371C
CENPK1137D_1451	C+K	YJL184W
CENPK1137D_2338	C+K	YOR320C
CENPK1137D_4336	C+K	YDR508C
CENPK1137D_4334	C+K	YDR506C
CENPK1137D_22	C+K	YML006C
CENPK1137D_481	C+K	YLR094C
CENPK1137D_4950	C+K	YAL031C
CENPK1137D_4590	C+K	YBR045C
CENPK1137D_4134	C+K	YDR309C
CENPK1137D_295	C+K	YMR255W
CENPK1137D_3493	C+K	YER083C
CENPK1137D_478	C+K	YLR091W
CENPK1137D_2221	C+K	YOR205C
CENPK1137D_2484	C+K	YNL199C
CENPK1137D_1625	C+K	YPL075W
CENPK1137D_169	C+K	YMR136W
CENPK1137D_712	C+K	YLR343W
CENPK1137D_404	C+K	YML051W
CENPK1137D_1701	C+K	YPL248C
CENPK1137D_3161	C+K	YGR196C
CENPK1137D_2546	C+K	YNL133C
CENPK1137D_4427	C+K	YCR076C
CENPK1137D_5446	C+K	YHR049W
CENPK1137D_4953	C+K	YAL028W
CENPK1137D_2342	C+K	YOR324C
CENPK1137D_440	C+K	YLL051C
CENPK1137D_2740	C+K	YNR060W
CENPK1137D_2395	C+K	YOR381W
CENPK1137D_1130	C+K	YKL220C
CENPK1137D_592	C+K	YLR214W
CENPK1137D_506	C+K	YLL043W
CENPK1137D_378	C+K	YML074C
CENPK1137D_3018	C+K	YGR052W
CENPK1137D_1057	C+K	YKR049C
CENPK1137D_1473	C+K	YJL161W
CENPK1137D_4592	C+K	YBR047W
CENPK1137D_3890	C+K	YDR070C
CENPK1137D_3432	C+K	YER032W
CENPK1137D_3955	C+K	YDR130C
CENPK1137D_364	C+K	YMR319C
CENPK1137D_3390	C+K	YFR008W
CENPK1137D_81	C+K	YMR052W
CENPK1137D_4716	C+K	YBR163W
CENPK1137D_5052	C+K	YIL009C-A
CENPK1137D_610	C+K	YLR233C
CENPK1137D_3976	C+K	YDR153C
CENPK1137D_562	C+K	YLL038C
CENPK1137D_742	C+K	YLR372W
CENPK1137D_959	C+K	YKL048C
CENPK1137D_2763	C+K	YNL327W
CENPK1137D_814	C+K	YLR443W
CENPK1137D_806	C+K	YLR436C
CENPK1137D_1400	C+K	YJR106W
CENPK1137D_4894	C+K	YBL101C
CENPK1137D_759	C+K	YLR390W
CENPK1137D_4878	C+K	YBL043W
CENPK1137D_4960	C+K	YAL059W
CENPK1137D_3111	C+K	YGR146C
CENPK1137D_658	C+K	YLR284C
CENPK1137D_4030	C+K	YDR206W
CENPK1137D_1003	C+K	YKL204W
CENPK1137D_3638	C+K	YEL018W
CENPK1137D_344	C+K	YMR299C
CENPK1137D_4195	C+K	YDR370C
CENPK1137D_2913	C+K	YGL061C
CENPK1137D_3725	C+K	YDL101C
CENPK1137D_4733	C+K	YBR180W
CENPK1137D_2279	C+K	YOR264W
CENPK1137D_5291	C+K	YHR143W
CENPK1137D_1235	C+K	YJL065C
CENPK1137D_4231	C+K	YDR403W
CENPK1137D_807	C+K	YLR437C
CENPK1137D_2051	C+K	YOR030W
CENPK1137D_952	C+K	YKL054C
CENPK1137D_1930	C+K	YPL194W
CENPK1137D_2198	C+K	YOR180C
CENPK1137D_90	C+K	YML113W
CENPK1137D_1483	C+K	YJL149W
CENPK1137D_2527	C+K	YNL314W
CENPK1137D_4789	C+K	YBR233W-A
CENPK1137D_2847	C+K	YGL128C
CENPK1137D_1849	C+K	YPR158W
CENPK1137D_101	C+K	YML112W
CENPK1137D_125	C+K	YMR094W
CENPK1137D_765	C+K	YLR394W
CENPK1137D_1731	C+K	YPR030W
CENPK1137D_4003	C+K	YDR179C
CENPK1137D_5125	C+K	YIL132C
CENPK1137D_4434	C+K	YCR086W
CENPK1137D_957	C+K	YKL049C
CENPK1137D_2686	C+K	YNR010W
CENPK1137D_591	C+K	YLR213C
CENPK1137D_4419	C+K	YCR069W
CENPK1137D_374	C+K	YML078W
CENPK1137D_3759	C+K	YDL067C
CENPK1137D_4877	C+K	YBL045C
CENPK1137D_3087	C+K	YGR120C
CENPK1137D_3133	C+K	YGL223C
CENPK1137D_1936	C+K	YPL189C-A
CENPK1137D_2813	C+K	YNL225C
CENPK1137D_4939	C+K	YAL040C
CENPK1137D_3076	C+K	YGR109C
CENPK1137D_1814	C+K	YPR120C
CENPK1137D_5026	C+K	YIL035C
CENPK1137D_3472	C+K	YEL061C
CENPK1137D_2050	C+K	YOR028C
CENPK1137D_1789	C+K	YPL241C
CENPK1137D_234	C+K	YMR198W
CENPK1137D_3430	C+K	YER030W
CENPK1137D_202	C+K	YMR168C
CENPK1137D_3832	C+K	YDL220C
CENPK1137D_4680	C+K	YBR131W
CENPK1137D_3958	C+K	YLR110C
CENPK1137D_499	C+K	YLR110C
CENPK1137D_996	C+K	YKL011C
CENPK1137D_4023	C+K	YDR197W
CENPK1137D_3105	C+K	YGR140W
CENPK1137D_2291	C+K	YOR276W
CENPK1137D_3102	C+K	YGR134W
CENPK1137D_604	C+K	YLR226W
CENPK1137D_3727	C+K	YDL099W
CENPK1137D_3009	C+K	YGR041W
CENPK1137D_722	C+K	YLR353W
CENPK1137D_2097	C+K	YOR078W
CENPK1137D_2703	C+K	YNR027W
CENPK1137D_2047	C+K	YOR026W
CENPK1137D_3107	C+K	YGR142W
CENPK1137D_1863	C+K	YPR171W
CENPK1137D_2746	C+K	YNR069C
CENPK1137D_3790	C+K	YDL037C
CENPK1137D_1758	C+K	YPR057W
CENPK1137D_5432	C+K	YHR036W
CENPK1137D_2513	C+K	YNL166C
CENPK1137D_2735	C+K	YNR056C
CENPK1137D_2736	C+K	YNR057C
CENPK1137D_2738	C+K	YNR058W
CENPK1137D_1537	C+K	YPL161C
CENPK1137D_4938	C+K	YAL061W
CENPK1137D_4949	C+K	YAL060W
CENPK1137D_3581	C+K	YER167W
CENPK1137D_1623	C+K	YPL255W
CENPK1137D_3866	C+K	YDR046C
CENPK1137D_4612	C+K	YBR068C
CENPK1137D_5134	C+K	YIL124W
CENPK1137D_1816	C+K	YPR122W
CENPK1137D_4176	C+K	YDR350C
CENPK1137D_369	C+K	YML081C-A
CENPK1137D_4213	C+K	YDR384C
CENPK1137D_2434	C+K	YOL083W
CENPK1137D_5111	C+K	YIL146C
CENPK1137D_1532	C+K	YPL166W
CENPK1137D_801	C+K	YLR431C
CENPK1137D_1599	C+K	YPL100W
CENPK1137D_2435	C+K	YOL082W
CENPK1137D_192	C+K	YMR159C
CENPK1137D_4676	C+K	YBR128C
CENPK1137D_517	C+K	YLL042C
CENPK1137D_3142	C+K	YGR177C
CENPK1137D_2391	C+K	YOR377W
CENPK1137D_4010	C+K	YDR184C
CENPK1137D_954	C+K	YKL052C
CENPK1137D_2522	C+K	YNL159C
CENPK1137D_1464	C+K	YJL170C
CENPK1137D_3035	C+K	YGR068C
CENPK1137D_1736	C+K	YPR034W
CENPK1137D_1221	C+K	YJL081C
CENPK1137D_5276	C+K	YHR129C
CENPK1137D_4209	C+K	YDR380W
CENPK1137D_4698	C+K	YBR149W
CENPK1137D_5352	C+K	YHL019C
CENPK1137D_2602	C+K	YNL077W
CENPK1137D_4764	C+K	YBR211C
CENPK1137D_1511	C+K	YJL122W
CENPK1137D_4603	C+K	YBR059C
CENPK1137D_1540	C+K	YPL158C
CENPK1137D_2232	C+K	YOR215C
CENPK1137D_4746	C+K	YBR194W
CENPK1137D_1967	C+K	YOL053W
CENPK1137D_189	C+K	YMR157C
CENPK1137D_31	C+K	YMR003W
CENPK1137D_4653	C+K	YBR108W
CENPK1137D_1501	C+K	YJL131C
CENPK1137D_5067	C+K	YIR003W
CENPK1137D_4430	C+K	YCR082W
CENPK1137D_4476	C+K	YCL025C
CENPK1137D_2939	C+K	YGL032C
CENPK1137D_1923	C+K	YPL202C
CENPK1137D_2903	C+K	YGL071W
CENPK1137D_3907	C+K	YDR085C
CENPK1137D_1696	C+K	YPL005W
CENPK1137D_325	C+K	YMR282C
CENPK1137D_93	C+K	YMR064W
CENPK1137D_605	C+K	YLR227C
CENPK1137D_4039	C+K	YDR216W
CENPK1137D_363	C+K	YMR318C
CENPK1137D_219	C+K	YMR184W
CENPK1137D_1933	C+K	YPL267W
CENPK1137D_102	C+K	YMR072W
CENPK1137D_1193	C+K	YKL112W
CENPK1137D_895	C+K	YKL106W
CENPK1137D_4730	C+K	YBR177C
CENPK1137D_4533	C+K	YCR037C
CENPK1137D_4177	C+K	YDR351W
CENPK1137D_3428	C+K	YEL065W
CENPK1137D_3546	C+K	YER132C
CENPK1137D_2867	C+K	YGL107C
CENPK1137D_2830	C+K	YGL144C
CENPK1137D_3265	C+K	YGL197W
CENPK1137D_3064	C+K	YGR097W
CENPK1137D_3154	C+K	YGR191W
CENPK1137D_5384	C+K	YHL040C
CENPK1137D_5440	C+K	YHR043C
CENPK1137D_5441	C+K	YHR044C
CENPK1137D_5248	C+K	YHR103W
CENPK1137D_1202	C+K	YJL099W
CENPK1137D_1515	C+K	YJL116C
CENPK1137D_1318	C+K	YJL198W
CENPK1137D_1343	C+K	YJR051W
CENPK1137D_1352	C+K	YJR059W
CENPK1137D_1036	C+K	YKL198C
CENPK1137D_1038	C+K	YKR027W
CENPK1137D_1051	C+K	YKR042W
CENPK1137D_1118	C+K	YKR102W
CENPK1137D_783	C+K	YLL015W
CENPK1137D_650	C+K	YLL061W
CENPK1137D_113	C+K	YML111W
CENPK1137D_317	C+K	YMR275C
CENPK1137D_2245	C+K	YOR229W
CENPK1137D_2246	C+K	YOR230W
CENPK1137D_1697	C+K	YPL004C
CENPK1137D_1605	C+K	YPL095C
CENPK1137D_1524	C+K	YPL274W
CENPK1137D_1808	C+K	YPR115W
CENPK1137D_2610	C+K	YNL069C
CENPK1137D_4794	C+K	YBR238C YGL107C
CENPK1137D_5006	C+K	YER062C YIL053W
CENPK1137D_3469	C+K	YER062C YIL053W
CENPK1137D_3716	C+K	YGL144C YDL109C
CENPK1137D_5367	C+K	YHR213W YKR102W
CENPK1137D_3608	C+K	YJR051W YEL047C
CENPK1137D_784	C+K	YKL187C YLR413W
CENPK1137D_1123	C+K	YKL187C YLR413W
CENPK1137D_4997	C+K	YLR153C YAL054C
CENPK1137D_668	C+K	YLR293C YOR185C
CENPK1137D_115	C+K	YMR085W YKL104C
CENPK1137D_236	C+K	YMR199W YPL256C
CENPK1137D_1612	C+K	YMR199W YPL256C
CENPK1137D_4540	C+Y	MAL23
CENPK1137D_4979	C+Y	YAL001C
CENPK1137D_4975	C+Y	YAL008W
CENPK1137D_4974	C+Y	YAL009W
CENPK1137D_4973	C+Y	YAL010C
CENPK1137D_4972	C+Y	YAL011W
CENPK1137D_4969	C+Y	YAL013W
CENPK1137D_4968	C+Y	YAL014C
CENPK1137D_1135	C+Y	YKL175W
CENPK1137D_2719	C+Y	YNR039C
CENPK1137D_135	C+Y	YML109W
CENPK1137D_315	C+Y	YMR273C
CENPK1137D_2803	C+Y	YNL237W
CENPK1137D_4715	C+Y	YBR162W-A
CENPK1137D_5410	C+Y	YHR017W
CENPK1137D_3296	C+Y	YGL164C
CENPK1137D_4174	C+Y	YDR349C
CENPK1137D_509	C+Y	YLR121C
CENPK1137D_1864	C+Y	YPR172W
CENPK1137D_1845	C+Y	YPR153W
CENPK1137D_1819	C+Y	YPR127W
CENPK1137D_1792	C+Y	YPR097W
CENPK1137D_1786	C+Y	YPR089W
CENPK1137D_1763	C+Y	YPR063C
CENPK1137D_1724	C+Y	YPR022C
CENPK1137D_1714	C+Y	YPR011C
CENPK1137D_1713	C+Y	YPR010C-A
CENPK1137D_1704	C+Y	YPR003C
CENPK1137D_3163	C+Y	YGR198W
CENPK1137D_1569	C+Y	YPL260W
CENPK1137D_1908	C+Y	YPL216W
CENPK1137D_1549	C+Y	YPL150W
CENPK1137D_1586	C+Y	YPL113C
CENPK1137D_1632	C+Y	YPL067C
CENPK1137D_1666	C+Y	YPL034W
CENPK1137D_1686	C+Y	YPL014W
CENPK1137D_4573	C+Y	YBR028C
CENPK1137D_3385	C+Y	YFR003C
CENPK1137D_3699	C+Y	YDL235C
CENPK1137D_2393	C+Y	YOR378W
CENPK1137D_2367	C+Y	YOR352W
CENPK1137D_2354	C+Y	YOR338W
CENPK1137D_2312	C+Y	YOR296W
CENPK1137D_2308	C+Y	YOR292C
CENPK1137D_2298	C+Y	YOR283W
CENPK1137D_2254	C+Y	YOR238W
CENPK1137D_2240	C+Y	YOR223W
CENPK1137D_2150	C+Y	YOR131C
CENPK1137D_3248	C+Y	YGR281W
CENPK1137D_2040	C+Y	YOR019W
CENPK1137D_2419	C+Y	YOL098C
CENPK1137D_2431	C+Y	YOL087C
CENPK1137D_2446	C+Y	YOL073C
CENPK1137D_2743	C+Y	YNR063W
CENPK1137D_2741	C+Y	YNR061C
CENPK1137D_2720	C+Y	YNR040W
CENPK1137D_2698	C+Y	YNR021W
CENPK1137D_2805	C+Y	YNL234W
CENPK1137D_2467	C+Y	YNL217W
CENPK1137D_2488	C+Y	YNL194C
CENPK1137D_2489	C+Y	YNL193W
CENPK1137D_2501	C+Y	YNL181W
CENPK1137D_2519	C+Y	YNL162W-A
CENPK1137D_2536	C+Y	YNL144C
CENPK1137D_2558	C+Y	YNL122C
CENPK1137D_2565	C+Y	YNL115C
CENPK1137D_2570	C+Y	YNL108C
CENPK1137D_2621	C+Y	YNL058C
CENPK1137D_2629	C+Y	YNL050C
CENPK1137D_2664	C+Y	YNL011C
CENPK1137D_2665	C+Y	YNL010W
CENPK1137D_3324	C+Y	YFR049W
CENPK1137D_340	C+Y	YMR295C
CENPK1137D_306	C+Y	YMR265C
CENPK1137D_303	C+Y	YMR262W
CENPK1137D_285	C+Y	YMR244W
CENPK1137D_232	C+Y	YMR196W
CENPK1137D_199	C+Y	YMR166C
CENPK1137D_187	C+Y	YMR155W
CENPK1137D_130	C+Y	YMR099C
CENPK1137D_7	C+Y	YML020W
CENPK1137D_27	C+Y	YML002W
CENPK1137D_348	C+Y	YMR302C
CENPK1137D_829	C+Y	YLR456W
CENPK1137D_789	C+Y	YLR419W
CENPK1137D_777	C+Y	YLR407W
CENPK1137D_734	C+Y	YLR363W-A
CENPK1137D_721	C+Y	YLR352W
CENPK1137D_714	C+Y	YLR345W
CENPK1137D_698	C+Y	YLR326W
CENPK1137D_661	C+Y	YLR287C
CENPK1137D_657	C+Y	YLR283W
CENPK1137D_655	C+Y	YLR278C
CENPK1137D_556	C+Y	YLR177W
CENPK1137D_552	C+Y	YLR173W
CENPK1137D_538	C+Y	YLR152C
CENPK1137D_535	C+Y	YLR149C
CENPK1137D_511	C+Y	YLR126C
CENPK1137D_497	C+Y	YLR108C
CENPK1137D_488	C+Y	YLR099W-A
CENPK1137D_837	C+Y	YLL058W
CENPK1137D_881	C+Y	YLL054C
CENPK1137D_617	C+Y	YLL032C
CENPK1137D_838	C+Y	YLL007C
CENPK1137D_1818	C+Y	YPR125W
CENPK1137D_137	C+Y	YMR106C
CENPK1137D_1033	C+Y	YKR023W
CENPK1137D_1002	C+Y	YKL222C
CENPK1137D_1147	C+Y	YKL162C
CENPK1137D_1175	C+Y	YKL133C
CENPK1137D_894	C+Y	YKL107W
CENPK1137D_927	C+Y	YKL077W
CENPK1137D_933	C+Y	YKL070W
CENPK1137D_934	C+Y	YKL069W
CENPK1137D_956	C+Y	YKL050C
CENPK1137D_1445	C+Y	YJR149W
CENPK1137D_1439	C+Y	YJR142W
CENPK1137D_1420	C+Y	YJR124C
CENPK1137D_1410	C+Y	YJR115W
CENPK1137D_1408	C+Y	YJR112W-A
CENPK1137D_1401	C+Y	YJR107W
CENPK1137D_1391	C+Y	YJR098C
CENPK1137D_1389	C+Y	YJR096W
CENPK1137D_1348	C+Y	YJR056C
CENPK1137D_1346	C+Y	YJR054W
CENPK1137D_1313	C+Y	YJR015W
CENPK1137D_1310	C+Y	YJR012C
CENPK1137D_1306	C+Y	YJL218W
CENPK1137D_1471	C+Y	YJL163C
CENPK1137D_1246	C+Y	YJL055W
CENPK1137D_1253	C+Y	YJL049W
CENPK1137D_5105	C+Y	YIR042C
CENPK1137D_5071	C+Y	YIR007W
CENPK1137D_3264	C+Y	YGL198W
CENPK1137D_5108	C+Y	YIL166C
CENPK1137D_5011	C+Y	YIL156W-B
CENPK1137D_5151	C+Y	YIL108W
CENPK1137D_5180	C+Y	YIL077C
CENPK1137D_5190	C+Y	YIL067C
CENPK1137D_5356	C+Y	YHR202W
CENPK1137D_5327	C+Y	YHR177W
CENPK1137D_5288	C+Y	YHR140W
CENPK1137D_5286	C+Y	YHR138C
CENPK1137D_5277	C+Y	YHR131C
CENPK1137D_5258	C+Y	YHR112C
CENPK1137D_5242	C+Y	YHR097C
CENPK1137D_5223	C+Y	YHR078W
CENPK1137D_5442	C+Y	YHR045W
CENPK1137D_282	C+Y	YMR241W
CENPK1137D_5382	C+Y	YHL008C
CENPK1137D_5445	C+Y	YHR048W
CENPK1137D_3232	C+Y	YGR266W
CENPK1137D_3203	C+Y	YGR237C
CENPK1137D_3176	C+Y	YGR210C
CENPK1137D_3115	C+Y	YGR149W
CENPK1137D_3080	C+Y	YGR111W
CENPK1137D_3032	C+Y	YGR066C
CENPK1137D_3019	C+Y	YGR053C
CENPK1137D_2994	C+Y	YGR026W
CENPK1137D_2988	C+Y	YGR017W
CENPK1137D_2987	C+Y	YGR016W
CENPK1137D_2983	C+Y	YGR012W
CENPK1137D_3285	C+Y	YGL176C
CENPK1137D_2834	C+Y	YGL140C
CENPK1137D_2861	C+Y	YGL114W
CENPK1137D_2929	C+Y	YGL041W-A
CENPK1137D_2962	C+Y	YGL010W
CENPK1137D_3320	C+Y	YFR045W
CENPK1137D_3399	C+Y	YFR016C
CENPK1137D_3389	C+Y	YFR007W
CENPK1137D_3566	C+Y	YER152C
CENPK1137D_3544	C+Y	YER130C
CENPK1137D_3489	C+Y	YER079W
CENPK1137D_3667	C+Y	YER010C
CENPK1137D_3442	C+Y	YER041W
CENPK1137D_4862	C+Y	YBL060W
CENPK1137D_3631	C+Y	YEL023C
CENPK1137D_4368	C+Y	YDR541C
CENPK1137D_4340	C+Y	YDR514C
CENPK1137D_4302	C+Y	YDR476C
CENPK1137D_4210	C+Y	YDR381C-A
CENPK1137D_4129	C+Y	YDR306C
CENPK1137D_4087	C+Y	YDR262W
CENPK1137D_4004	C+Y	YDR179W-A
CENPK1137D_3957	C+Y	YDR132C
CENPK1137D_3947	C+Y	YDR124W
CENPK1137D_3914	C+Y	YDR090C
CENPK1137D_3913	C+Y	YDR089W
CENPK1137D_3880	C+Y	YDR061W
CENPK1137D_4197	C+Y	YDL183C
CENPK1137D_4264	C+Y	YDL177C
CENPK1137D_4376	C+Y	YDL157C
CENPK1137D_4389	C+Y	YDL144C
CENPK1137D_3701	C+Y	YDL124W
CENPK1137D_3739	C+Y	YDL086W
CENPK1137D_3770	C+Y	YDL057W
CENPK1137D_3813	C+Y	YDL012C
CENPK1137D_4413	C+Y	YCR061W
CENPK1137D_4511	C+Y	YCR015C
CENPK1137D_4485	C+Y	YCL012C
CENPK1137D_4492	C+Y	YCL002C
CENPK1137D_4496	C+Y	YCL001W-B
CENPK1137D_3169	C+Y	YGR203W
CENPK1137D_473	C+Y	YLL048C
CENPK1137D_4846	C+Y	YBR287W
CENPK1137D_4780	C+Y	YBR225W
CENPK1137D_4686	C+Y	YBR138C
CENPK1137D_4685	C+Y	YBR137W
CENPK1137D_4642	C+Y	YBR096W
CENPK1137D_4601	C+Y	YBR056W
CENPK1137D_4597	C+Y	YBR053C
CENPK1137D_2914	C+Y	YGL060W
CENPK1137D_4772	C+Y	YBR216C
CENPK1137D_4771	C+Y	YBR216C
CENPK1137D_4655	C+Y	YBL086C
CENPK1137D_4896	C+Y	YBL029W
CENPK1137D_4895	C+Y	YBL029C-A
CENPK1137D_4897	C+Y	YBL028C
CENPK1137D_3682	C+Y	YER024W
CENPK1137D_21	C+Y	YML007W
CENPK1137D_1360	C+Y	YJR067C
CENPK1137D_1428	C+Y	YJR133W
CENPK1137D_477	C+Y	YLR090W
CENPK1137D_5159	C+Y	YIL101C
CENPK1137D_3373	C+Y	YFL010C
CENPK1137D_5281	C+Y	YHR134W
CENPK1137D_5241	C+Y	YHL028W
CENPK1137D_3799	C+Y	YDL224C
CENPK1137D_2485	C+Y	YNL197C
CENPK1137D_2063	C+Y	YOR043W
CENPK1137D_376	C+Y	YML076C
CENPK1137D_1283	C+Y	YJL012C
CENPK1137D_560	C+Y	YLR181C
CENPK1137D_4312	C+Y	YDR485C
CENPK1137D_2215	C+Y	YOL129W
CENPK1137D_4025	C+Y	YDR200C
CENPK1137D_1030	C+Y	YKR020W
CENPK1137D_787	C+Y	YLR417W
CENPK1137D_4322	C+Y	YDR495C
CENPK1137D_2151	C+Y	YOR132W
CENPK1137D_1010	C+Y	YKR001C
CENPK1137D_1188	C+Y	YKL119C
CENPK1137D_2462	C+Y	YNL321W
CENPK1137D_5428	C+Y	YHL035C
CENPK1137D_3073	C+Y	YGR105W
CENPK1137D_1855	C+Y	YPL234C
CENPK1137D_5042	C+Y	YIL017C
CENPK1137D_2472	C+Y	YNL212W
